ground_truth
"{'id': '56be4db0acb8001400a502ec', 'answers': {'text': ['Denver Broncos', 'Denver Broncos', 'Denver Broncos'], 'answer_start': [177, 177, 177]}}"
"{'id': '5705e63175f01819005e7724', 'answers': {'text': ['south', 'south'], 'answer_start': [280, 280]}}"
"{'id': '5705e99452bb891400689688', 'answers': {'text': ['Los Angeles', 'Los Angeles', 'Riverside'], 'answer_start': [16, 16, 68]}}"
"{'id': '5705e99452bb891400689689', 'answers': {'text': ['United States', 'the United States', 'Los Angeles'], 'answer_start': [174, 170, 16]}}"
"{'id': '5705e99452bb89140068968a', 'answers': {'text': ['counties', 'counties', 'five most populous in the state'], 'answer_start': [4, 4, 86]}}"
"{'id': '5705e99452bb89140068968b', 'answers': {'text': ['15', '15', 'Riverside'], 'answer_start': [141, 141, 68]}}"
"{'id': '5705e99452bb89140068968c', 'answers': {'text': ['counties', 'Riverside'], 'answer_start': [4, 68]}}"
"{'id': '5705eb3375f01819005e7764', 'answers': {'text': ['Hollywood', 'Hollywood', 'Hollywood'], 'answer_start': [106, 106, 106]}}"
"{'id': '5705eb3375f01819005e7765', 'answers': {'text': ['Los Angeles', 'Los Angeles', 'Los Angeles'], 'answer_start': [135, 70, 135]}}"
"{'id': '5705eb3375f01819005e7766', 'answers': {'text': ['The Walt Disney Company', 'The Walt Disney Company', 'The Walt Disney Company'], 'answer_start': [249, 249, 249]}}"
"{'id': '5705eb3375f01819005e7767', 'answers': {'text': ['music', 'major record companies'], 'answer_start': [36, 432]}}"
"{'id': '5705eb3375f01819005e7768', 'answers': {'text': ['Sony', 'Sony', 'Sony'], 'answer_start': [418, 418, 418]}}"
"{'id': '5705ec1675f01819005e776e', 'answers': {'text': ['skateboard', 'skateboard', 'skateboard'], 'answer_start': [64, 64, 64]}}"
"{'id': '5705ec1675f01819005e776f', 'answers': {'text': ['Tony Hawk', 'Tony Hawk', 'Tony Hawk'], 'answer_start': [206, 206, 206]}}"
"{'id': '5705ec1675f01819005e7770', 'answers': {'text': ['Shaun White', 'Shaun White', 'Shaun White'], 'answer_start': [354, 354, 354]}}"
"{'id': '5705ec1675f01819005e7771', 'answers': {'text': ['Oahu', 'Oahu', 'Oahu'], 'answer_start': [580, 580, 580]}}"
"{'id': '5705ec1675f01819005e7772', 'answers': {'text': ['Transpac', 'Transpac', 'Transpac'], 'answer_start': [873, 873, 873]}}"
"{'id': '5705eccb52bb8914006896b8', 'answers': {'text': ['Palm Springs', 'Palm Springs', 'Palm Springs'], 'answer_start': [112, 112, 112]}}"
"{'id': '5705eccb52bb8914006896b9', 'answers': {'text': ['beaches', 'for its popular beaches', 'beaches'], 'answer_start': [80, 64, 80]}}"
"{'id': '5705eccb52bb8914006896ba', 'answers': {'text': ['southern', 'the desert', 'southern'], 'answer_start': [38, 93, 38]}}"
"{'id': '5705eccb52bb8914006896bb', 'answers': {'text': ['open spaces', 'nearby open spaces', 'nearby open spaces'], 'answer_start': [167, 160, 160]}}"
"{'id': '5705edcd52bb8914006896ca', 'answers': {'text': ['37° 9\' 58.23""', '37° 9\' 58.23""', '37° 9\' 58.23""'], 'answer_start': [194, 194, 194]}}"
"{'id': '5705edcd52bb8914006896cb', 'answers': {'text': ['11', '11', '11'], 'answer_start': [225, 225, 225]}}"
"{'id': '5705edcd52bb8914006896cc', 'answers': {'text': ['ten', 'ten', 'ten'], 'answer_start': [453, 453, 453]}}"
"{'id': '5705edcd52bb8914006896cd', 'answers': {'text': ['Tehachapi Mountains', 'Tehachapi Mountains'], 'answer_start': [740, 740]}}"
"{'id': '5705edcd52bb8914006896ce', 'answers': {'text': ['northern', 'the Tehachapi Mountains', 'northern'], 'answer_start': [767, 736, 767]}}"
"{'id': '5705eee952bb8914006896de', 'answers': {'text': ['Mexico', 'Mexico', 'Mexico'], 'answer_start': [136, 136, 136]}}"
"{'id': '5705eee952bb8914006896df', 'answers': {'text': ['Alta California', 'Alta California', 'Alta California'], 'answer_start': [281, 281, 281]}}"
"{'id': '5705eee952bb8914006896e0', 'answers': {'text': ['Monterey', 'Monterey', 'Monterey'], 'answer_start': [217, 217, 217]}}"
"{'id': '5705eee952bb8914006896e1', 'answers': {'text': ['the Missouri Compromise', 'the Compromise of 1850', 'Compromise of 1850'], 'answer_start': [523, 572, 576]}}"
"{'id': '5705eee952bb8914006896e2', 'answers': {'text': ['free', 'a free state', 'free'], 'answer_start': [647, 645, 647]}}"
"{'id': '5705f09e75f01819005e77a4', 'answers': {'text': ['inequitable taxes', 'inequitable taxes', 'inequitable taxes'], 'answer_start': [45, 45, 45]}}"
"{'id': '5705f09e75f01819005e77a5', 'answers': {'text': ['Cow Counties', 'Cow Counties', 'Cow Counties'], 'answer_start': [132, 132, 132]}}"
"{'id': '5705f09e75f01819005e77a6', 'answers': {'text': ['three', 'three', 'three'], 'answer_start': [179, 179, 179]}}"
"{'id': '5705f09e75f01819005e77a7', 'answers': {'text': ['75', '75%', '75'], 'answer_start': [470, 470, 470]}}"
"{'id': '5705f09e75f01819005e77a8', 'answers': {'text': ['Milton Latham', 'Milton Latham', 'Milton Latham'], 'answer_start': [790, 790, 790]}}"
"{'id': '5705f13d52bb8914006896f0', 'answers': {'text': ['Los Angeles Times', 'the Los Angeles Times', 'Los Angeles Times'], 'answer_start': [13, 9, 13]}}"
"{'id': '5705f13d52bb8914006896f1', 'answers': {'text': ['1900', '1900', '1900'], 'answer_start': [3, 3, 3]}}"
"{'id': '5705f13d52bb8914006896f2', 'answers': {'text': ['1999', '1999', '1999'], 'answer_start': [185, 185, 185]}}"
"{'id': '5705f13d52bb8914006896f3', 'answers': {'text': ['Imperial', 'Imperial', '1999'], 'answer_start': [222, 222, 185]}}"
"{'id': '5705f13d52bb8914006896f4', 'answers': {'text': ['seven', 'seven', 'seven'], 'answer_start': [77, 77, 77]}}"
"{'id': '5705f36452bb891400689718', 'answers': {'text': ['regional tourism groups', 'regional tourism groups', 'AAA Auto Clubs'], 'answer_start': [55, 55, 156]}}"
"{'id': '5705f36452bb891400689719', 'answers': {'text': ['California State Automobile Association', 'the California State Automobile Association', 'California State Automobile Association'], 'answer_start': [189, 185, 189]}}"
"{'id': '5705f36452bb89140068971a', 'answers': {'text': ['three-region', 'the three-region point of view', 'three-region'], 'answer_start': [452, 448, 452]}}"
"{'id': '5705f36452bb89140068971b', 'answers': {'text': ['Tehachapis', 'the Tehachapis', 'Tehachapis'], 'answer_start': [538, 534, 538]}}"
"{'id': '5705f36452bb89140068971c', 'answers': {'text': ['southern', 'southern California', 'southern California'], 'answer_start': [773, 773, 773]}}"
"{'id': '5705f7c875f01819005e77dc', 'answers': {'text': ['third', 'third', 'third'], 'answer_start': [190, 190, 190]}}"
"{'id': '5705f7c875f01819005e77dd', 'answers': {'text': ['vast areas', 'vast areas', 'vast areas'], 'answer_start': [136, 136, 136]}}"
"{'id': '5705f7c875f01819005e77de', 'answers': {'text': ['suburban', 'suburban', 'suburban communities and use of automobiles and highways'], 'answer_start': [378, 378, 378]}}"
"{'id': '5705f7c875f01819005e77df', 'answers': {'text': ['highways', 'highways'], 'answer_start': [426, 426]}}"
"{'id': '5705f7c875f01819005e77e0', 'answers': {'text': ['international metropolitan', 'an international metropolitan region', 'international metropolitan'], 'answer_start': [680, 677, 680]}}"
"{'id': '5705fb7f52bb891400689750', 'answers': {'text': ['Camp Pendleton', 'Camp Pendleton', 'Camp Pendleton'], 'answer_start': [75, 75, 75]}}"
"{'id': '5705fb7f52bb891400689751', 'answers': {'text': ['Inland Empire', 'Temecula and Murrieta'], 'answer_start': [286, 183]}}"
"{'id': '5705fb7f52bb891400689752', 'answers': {'text': ['United States Census Bureau', 'the United States Census Bureau', 'United States Census Bureau'], 'answer_start': [318, 314, 318]}}"
"{'id': '5705fb7f52bb891400689753', 'answers': {'text': ['Orange', 'Orange Counties', 'Orange'], 'answer_start': [521, 521, 521]}}"
"{'id': '5705fb7f52bb891400689754', 'answers': {'text': ['1990s', '1990s', '1990s'], 'answer_start': [688, 688, 688]}}"
"{'id': '5705fc3a52bb89140068976a', 'answers': {'text': ['Mediterranean', 'a Mediterranean climate', 'Mediterranean'], 'answer_start': [31, 29, 31]}}"
"{'id': '5705fc3a52bb89140068976b', 'answers': {'text': ['infrequent rain', 'infrequent rain', 'infrequent rain'], 'answer_start': [59, 59, 59]}}"
"{'id': '5705fc3a52bb89140068976c', 'answers': {'text': [""60's"", ""60's"", ""60's""], 'answer_start': [243, 243, 243]}}"
"{'id': '5705fc3a52bb89140068976d', 'answers': {'text': ['very rare', 'very rare', 'very rare'], 'answer_start': [353, 353, 353]}}"
"{'id': '5705fc3a52bb89140068976e', 'answers': {'text': ['70', '70', '70'], 'answer_start': [269, 269, 269]}}"
"{'id': '5705fd8475f01819005e7841', 'answers': {'text': ['Pacific Ocean', 'Pacific Ocean', 'Pacific Ocean'], 'answer_start': [222, 222, 222]}}"
"{'id': '5705fd8475f01819005e7840', 'answers': {'text': ['varied', 'varied', 'natural ecosystem'], 'answer_start': [48, 48, 97]}}"
"{'id': '5705fd8475f01819005e7842', 'answers': {'text': ['topographic', 'topographic', 'topographic'], 'answer_start': [80, 80, 80]}}"
"{'id': '5705fd8475f01819005e7843', 'answers': {'text': ['Peninsular', 'Peninsular Ranges', 'Peninsular Ranges'], 'answer_start': [313, 313, 313]}}"
"{'id': '5705fd8475f01819005e7844', 'answers': {'text': ['valleys', 'valleys', 'interior valleys'], 'answer_start': [383, 383, 374]}}"
"{'id': '5705fec152bb89140068977a', 'answers': {'text': ['10,000', '10,000', '10,000'], 'answer_start': [50, 50, 50]}}"
"{'id': '5705fec152bb89140068977b', 'answers': {'text': ['small', 'small', 'small'], 'answer_start': [96, 96, 96]}}"
"{'id': '5705fec152bb89140068977c', 'answers': {'text': ['6.7', '6.7', '6.7'], 'answer_start': [246, 246, 246]}}"
"{'id': '5705fec152bb89140068977d', 'answers': {'text': ['property damage', 'property damage'], 'answer_start': [402, 402]}}"
"{'id': '5705fec152bb89140068977e', 'answers': {'text': ['$20 billion', 'over $20 billion', 'over $20 billion'], 'answer_start': [471, 466, 466]}}"
"{'id': '5705ffde52bb891400689784', 'answers': {'text': ['San Andreas', 'the San Andreas Fault', 'San Andreas Fault'], 'answer_start': [73, 69, 73]}}"
"{'id': '5705ffde52bb891400689785', 'answers': {'text': ['6.7', '6.7+', '6.7+'], 'answer_start': [44, 44, 44]}}"
"{'id': '5705ffde52bb891400689786', 'answers': {'text': ['Puente Hills', 'the Puente Hills Fault', 'Puente Hills Fault'], 'answer_start': [181, 177, 181]}}"
"{'id': '5705ffde52bb891400689787', 'answers': {'text': ['USGS', 'The USGS', 'USGS'], 'answer_start': [234, 230, 234]}}"
"{'id': '5705ffde52bb891400689788', 'answers': {'text': ['occurrence', 'occurrence', 'occurrence'], 'answer_start': [309, 309, 309]}}"
"{'id': '570602fa52bb89140068979e', 'answers': {'text': ['economically', 'economically', 'economically'], 'answer_start': [60, 60, 60]}}"
"{'id': '570602fa52bb89140068979f', 'answers': {'text': ['global', 'global', 'global'], 'answer_start': [207, 207, 207]}}"
"{'id': '570602fa52bb8914006897a0', 'answers': {'text': ['economic', 'economic', 'economic activity'], 'answer_start': [254, 254, 254]}}"
"{'id': '570603c475f01819005e7882', 'answers': {'text': ['2010', '2010', '2010'], 'answer_start': [10, 10, 10]}}"
"{'id': '570603c475f01819005e7883', 'answers': {'text': ['high growth rates', 'high growth rates', 'high growth rates'], 'answer_start': [114, 114, 114]}}"
"{'id': '570603c475f01819005e7884', 'answers': {'text': ['10.0%', '10.0%', '10.0%'], 'answer_start': [196, 196, 196]}}"
"{'id': '570603c475f01819005e7885', 'answers': {'text': ['tech-oriented', 'tech-oriented'], 'answer_start': [311, 311]}}"
"{'id': '570603c475f01819005e7886', 'answers': {'text': ['Greater Sacramento', 'Greater Sacramento', 'Greater Sacramento'], 'answer_start': [365, 365, 365]}}"
"{'id': '5706074552bb8914006897d4', 'answers': {'text': ['Metropolitan Statistical Areas', 'Metropolitan Statistical Areas', 'Metropolitan Statistical Areas'], 'answer_start': [69, 69, 69]}}"
"{'id': '5706074552bb8914006897d5', 'answers': {'text': ['two', 'two', 'two'], 'answer_start': [197, 197, 197]}}"
"{'id': '5706074552bb8914006897d6', 'answers': {'text': ['five million', 'five million', 'five million'], 'answer_start': [241, 241, 241]}}"
"{'id': '5706074552bb8914006897d7', 'answers': {'text': ['Southern Border Region', 'the Southern Border Region', 'Southern Border Region'], 'answer_start': [672, 668, 672]}}"
"{'id': '5706074552bb8914006897d8', 'answers': {'text': ['17,786,419', '17,786,419', '17,786,419'], 'answer_start': [311, 311, 311]}}"
"{'id': '570607f575f01819005e78b4', 'answers': {'text': ['Los Angeles', 'Los Angeles', 'Los Angeles'], 'answer_start': [0, 0, 0]}}"
"{'id': '570607f575f01819005e78b5', 'answers': {'text': ['1.3 million', '1.3 million', 'San Diego'], 'answer_start': [54, 54, 40]}}"
"{'id': '570607f575f01819005e78b6', 'answers': {'text': ['twelve', 'twelve', 'twelve'], 'answer_start': [250, 250, 250]}}"
"{'id': '570607f575f01819005e78b7', 'answers': {'text': ['100,000', '100,000', '100,000'], 'answer_start': [316, 316, 316]}}"
"{'id': '570607f575f01819005e78b8', 'answers': {'text': ['Riverside', 'Riverside', 'Riverside'], 'answer_start': [478, 478, 478]}}"
"{'id': '5706094b52bb8914006897de', 'answers': {'text': ['petroleum', 'petroleum', 'petroleum'], 'answer_start': [142, 142, 142]}}"
"{'id': '5706094b52bb8914006897df', 'answers': {'text': ['Hollywood', 'Hollywood', 'Hollywood'], 'answer_start': [319, 319, 319]}}"
"{'id': '5706094b52bb8914006897e0', 'answers': {'text': ['the housing bubble', 'the housing bubble'], 'answer_start': [495, 495]}}"
"{'id': '5706094b52bb8914006897e1', 'answers': {'text': ['diverse', 'diverse', 'diverse'], 'answer_start': [33, 33, 33]}}"
"{'id': '5706094b52bb8914006897e2', 'answers': {'text': ['heavily impacted', 'heavily impacted'], 'answer_start': [538, 538]}}"
"{'id': '57060a1175f01819005e78d2', 'answers': {'text': ['1920s', '1920s', '1920s'], 'answer_start': [10, 10, 10]}}"
"{'id': '57060a1175f01819005e78d3', 'answers': {'text': ['richest', 'rich', 'one of the richest'], 'answer_start': [113, 113, 102]}}"
"{'id': '57060a1175f01819005e78d5', 'answers': {'text': ['citrus', 'citrus', 'citrus'], 'answer_start': [166, 166, 166]}}"
"{'id': '57060a1175f01819005e78d4', 'answers': {'text': ['cattle', 'cattle', 'cattle'], 'answer_start': [155, 155, 155]}}"
"{'id': '57060a1175f01819005e78d6', 'answers': {'text': ['aerospace', 'aerospace', 'aerospace'], 'answer_start': [293, 293, 293]}}"
"{'id': '57060a6e52bb8914006897f8', 'answers': {'text': ['business', 'major business', 'major business'], 'answer_start': [42, 36, 36]}}"
"{'id': '57060a6e52bb8914006897f9', 'answers': {'text': ['Central business districts', 'Central business districts', 'Central business districts'], 'answer_start': [62, 62, 62]}}"
"{'id': '57060a6e52bb8914006897fa', 'answers': {'text': ['South Coast Metro', 'South Coast Metro', 'South Coast Metro'], 'answer_start': [192, 192, 192]}}"
"{'id': '57060cc352bb89140068980e', 'answers': {'text': ['business', 'major business districts', 'major business'], 'answer_start': [42, 36, 36]}}"
"{'id': '57060cc352bb89140068980f', 'answers': {'text': ['Los Angeles Area', 'the Los Angeles Area', 'major business'], 'answer_start': [11, 7, 36]}}"
"{'id': '57060cc352bb891400689810', 'answers': {'text': ['San Fernando Valley', 'the San Fernando Valley', 'San Fernando Valley'], 'answer_start': [374, 370, 374]}}"
"{'id': '57060cc352bb891400689811', 'answers': {'text': ['Los Angeles', 'Los Angeles', 'Los Angeles'], 'answer_start': [148, 148, 218]}}"
"{'id': '57060df252bb891400689820', 'answers': {'text': ['business', 'business districts', 'business'], 'answer_start': [48, 48, 48]}}"
"{'id': '57060df252bb891400689821', 'answers': {'text': ['Riverside', 'Riverside', 'Downtown Riverside'], 'answer_start': [19, 19, 182]}}"
"{'id': '57060df252bb891400689822', 'answers': {'text': ['Hospitality Business/Financial Centre', 'Downtown Riverside', 'Hospitality Business/Financial Centre'], 'answer_start': [95, 182, 95]}}"
"{'id': '57060eaf75f01819005e7910', 'answers': {'text': ['Orange', 'Orange County', 'Orange County'], 'answer_start': [0, 0, 0]}}"
"{'id': '57060eaf75f01819005e7911', 'answers': {'text': ['University of California, Irvine', 'the University of California, Irvine', 'University of California'], 'answer_start': [268, 264, 268]}}"
"{'id': '57060eaf75f01819005e7912', 'answers': {'text': ['West Irvine', 'West Irvine', 'West Irvine'], 'answer_start': [302, 302, 302]}}"
"{'id': '57060eaf75f01819005e7913', 'answers': {'text': ['South Coast Metro', 'the South Coast Metro', 'South Coast Metro'], 'answer_start': [92, 88, 92]}}"
"{'id': '57060eaf75f01819005e7914', 'answers': {'text': ['rapidly', 'rapidly', 'rapidly'], 'answer_start': [19, 19, 19]}}"
"{'id': '57060f3e75f01819005e7922', 'answers': {'text': ['Downtown San Diego', 'Downtown San Diego', 'Downtown'], 'answer_start': [0, 0, 0]}}"
"{'id': '57060f3e75f01819005e7923', 'answers': {'text': ['Northern San Diego', 'Northern San Diego', 'Northern San Diego'], 'answer_start': [271, 271, 271]}}"
"{'id': '57060f3e75f01819005e7924', 'answers': {'text': ['North County', 'North County', 'North County regions'], 'answer_start': [306, 306, 306]}}"
"{'id': '57060f3e75f01819005e7925', 'answers': {'text': ['San Diego', 'San Diego', 'San Diego'], 'answer_start': [55, 55, 9]}}"
"{'id': '570610b275f01819005e792a', 'answers': {'text': ['Los Angeles International Airport', 'Los Angeles International Airport', 'Los Angeles International Airport'], 'answer_start': [31, 31, 31]}}"
"{'id': '570610b275f01819005e792b', 'answers': {'text': ['passenger volume', 'passenger volume', 'passenger volume'], 'answer_start': [117, 117, 117]}}"
"{'id': '570610b275f01819005e792c', 'answers': {'text': ['third', 'third', 'third'], 'answer_start': [194, 194, 194]}}"
"{'id': '570610b275f01819005e792d', 'answers': {'text': ['San Diego International Airport', 'San Diego International Airport', 'San Diego International Airport'], 'answer_start': [314, 314, 314]}}"
"{'id': '570610b275f01819005e792e', 'answers': {'text': ['Van Nuys Airport', 'Van Nuys Airport', 'Van Nuys Airport'], 'answer_start': [394, 394, 394]}}"
"{'id': '5706111a52bb89140068984c', 'answers': {'text': ['Metrolink', 'Metrolink', 'Metrolink'], 'answer_start': [52, 52, 52]}}"
"{'id': '5706111a52bb89140068984d', 'answers': {'text': ['seven', 'seven', 'seven'], 'answer_start': [11, 11, 11]}}"
"{'id': '5706111a52bb89140068984e', 'answers': {'text': ['Six', 'Six', 'Six'], 'answer_start': [0, 0, 0]}}"
"{'id': '5706111a52bb89140068984f', 'answers': {'text': ['Orange', 'Orange', 'Orange'], 'answer_start': [249, 249, 249]}}"
"{'id': '570611c475f01819005e793c', 'answers': {'text': ['Port of Los Angeles', 'the Port of Los Angeles', 'Port of Los Angeles'], 'answer_start': [40, 36, 40]}}"
"{'id': '570611c475f01819005e793d', 'answers': {'text': ['Port of San Diego', 'Port of Long Beach', 'Port of Long Beach'], 'answer_start': [196, 118, 118]}}"
"{'id': '570611c475f01819005e793e', 'answers': {'text': ['Southern', 'Southern California', 'Southern'], 'answer_start': [0, 0, 0]}}"
"{'id': '5706139252bb891400689864', 'answers': {'text': ['The Tech Coast', 'The Tech Coast', 'Tech Coast'], 'answer_start': [0, 0, 4]}}"
"{'id': '5706139252bb891400689865', 'answers': {'text': ['research', 'research', 'research'], 'answer_start': [183, 183, 183]}}"
"{'id': '5706139252bb891400689866', 'answers': {'text': ['private', 'private', 'private'], 'answer_start': [579, 579, 579]}}"
"{'id': '5706139252bb891400689867', 'answers': {'text': ['5', '5', '5'], 'answer_start': [270, 270, 270]}}"
"{'id': '5706139252bb891400689868', 'answers': {'text': ['12', '12', '12'], 'answer_start': [370, 370, 370]}}"
"{'id': '5706143575f01819005e7950', 'answers': {'text': ['NFL', 'Professional', 'NFL'], 'answer_start': [72, 0, 72]}}"
"{'id': '5706143575f01819005e7951', 'answers': {'text': ['NBA', 'NBA', 'NBA'], 'answer_start': [116, 116, 116]}}"
"{'id': '5706143575f01819005e7952', 'answers': {'text': ['MLB', 'MLB', 'MLB'], 'answer_start': [164, 164, 164]}}"
"{'id': '5706143575f01819005e7953', 'answers': {'text': ['Los Angeles Kings', 'Los Angeles Kings', 'Los Angeles Kings'], 'answer_start': [245, 245, 245]}}"
"{'id': '5706143575f01819005e7954', 'answers': {'text': ['LA Galaxy', 'LA Galaxy', 'LA Galaxy'], 'answer_start': [289, 289, 289]}}"
"{'id': '5706149552bb891400689880', 'answers': {'text': ['Chivas USA', 'Chivas', 'Chivas'], 'answer_start': [95, 179, 179]}}"
"{'id': '5706149552bb891400689881', 'answers': {'text': ['two', 'two', 'two'], 'answer_start': [30, 30, 30]}}"
"{'id': '5706149552bb891400689882', 'answers': {'text': ['2014', '2014', '2014'], 'answer_start': [13, 215, 215]}}"
"{'id': '5706149552bb891400689883', 'answers': {'text': ['StubHub Center', 'the StubHub Center', 'StubHub Center'], 'answer_start': [132, 128, 132]}}"
"{'id': '5706149552bb891400689884', 'answers': {'text': ['2018', 'in 2018', '2018'], 'answer_start': [278, 275, 278]}}"
"{'id': '570614ff52bb89140068988a', 'answers': {'text': ['College', 'College', 'College'], 'answer_start': [0, 0, 0]}}"
"{'id': '570614ff52bb89140068988b', 'answers': {'text': ['UCLA', 'UCLA', 'UCLA'], 'answer_start': [60, 60, 60]}}"
"{'id': '570614ff52bb89140068988c', 'answers': {'text': ['Trojans', 'Trojans', 'Trojans'], 'answer_start': [84, 84, 84]}}"
"{'id': '570614ff52bb89140068988d', 'answers': {'text': ['Pac-12', 'the Pac-12', 'Pac-12'], 'answer_start': [135, 131, 135]}}"
"{'id': '570614ff52bb89140068988e', 'answers': {'text': ['Division I', 'Division I', 'Division I'], 'answer_start': [117, 117, 117]}}"
"{'id': '5706155352bb891400689894', 'answers': {'text': ['Rugby', 'Rugby', 'Rugby'], 'answer_start': [0, 0, 0]}}"
"{'id': '5706155352bb891400689895', 'answers': {'text': ['high school', 'high school', 'high school'], 'answer_start': [74, 74, 74]}}"
"{'id': '5706155352bb891400689896', 'answers': {'text': ['an official school sport', 'an official school', 'official school sport'], 'answer_start': [144, 144, 147]}}"
"{'id': '57092322efce8f15003a7db0', 'answers': {'text': ['BSkyB', 'BSkyB', 'BSkyB'], 'answer_start': [98, 98, 98]}}"
"{'id': '57092322efce8f15003a7db1', 'answers': {'text': ['BSkyB', 'BSkyB', 'BSkyB'], 'answer_start': [98, 98, 98]}}"
"{'id': '57092322efce8f15003a7db2', 'answers': {'text': ['2014', '2014', '2014'], 'answer_start': [187, 187, 187]}}"
"{'id': '57092322efce8f15003a7db3', 'answers': {'text': ['Sky plc', 'British Sky Broadcasting Group plc', 'British Sky Broadcasting Group plc'], 'answer_start': [361, 306, 306]}}"
"{'id': '57092322efce8f15003a7db4', 'answers': {'text': ['Sky UK Limited', 'Sky UK Limited', 'Sky UK Limited'], 'answer_start': [471, 471, 471]}}"
"{'id': '57094a79efce8f15003a7dc4', 'answers': {'text': ['2006', '2006', '2006'], 'answer_start': [231, 231, 231]}}"
"{'id': '57094a79efce8f15003a7dc5', 'answers': {'text': ['two', 'two', 'two'], 'answer_start': [286, 286, 286]}}"
"{'id': '57094a79efce8f15003a7dc6', 'answers': {'text': ['Sky', 'Sky', 'Sky'], 'answer_start': [370, 370, 370]}}"
"{'id': '57094a79efce8f15003a7dc7', 'answers': {'text': ['£1.3bn', '£1.3bn', '£4.2bn'], 'answer_start': [407, 407, 441]}}"
"{'id': '57094b4f9928a814004714f6', 'answers': {'text': ['ONdigital', 'ONdigital', 'ONdigital'], 'answer_start': [55, 55, 55]}}"
"{'id': '57094b4f9928a814004714f7', 'answers': {'text': ['Freeview', 'ITV Digital', 'ITV Digital'], 'answer_start': [184, 145, 145]}}"
"{'id': '57094b4f9928a814004714f8', 'answers': {'text': ['three', 'three', 'three'], 'answer_start': [307, 307, 307]}}"
"{'id': '57094b4f9928a814004714f9', 'answers': {'text': ['Sky Three', 'Sky Three', 'Sky Three'], 'answer_start': [485, 485, 485]}}"
"{'id': '57094b4f9928a814004714fa', 'answers': {'text': ['Pick TV', 'Pick TV', 'Pick TV'], 'answer_start': [553, 553, 553]}}"
"{'id': '57094ca7efce8f15003a7dd6', 'answers': {'text': ['Sky+ PVR', 'Sky+ PVR', 'Sky+ PVR'], 'answer_start': [65, 65, 65]}}"
"{'id': '57094ca7efce8f15003a7dd7', 'answers': {'text': ['September 2007', 'September 2007', 'March 2008'], 'answer_start': [801, 801, 894]}}"
"{'id': '57094ca7efce8f15003a7dd8', 'answers': {'text': ['monthly fee', 'a monthly fee', 'SkyHD box'], 'answer_start': [403, 401, 760]}}"
"{'id': '57094ca7efce8f15003a7dd9', 'answers': {'text': ['January 2010', 'In January 2010', 'February 2011'], 'answer_start': [444, 441, 652]}}"
"{'id': '57094ca7efce8f15003a7dda', 'answers': {'text': ['Sky+HD Box', 'Sky+HD Box', 'Sky+HD Box'], 'answer_start': [570, 570, 570]}}"
"{'id': '57094d489928a8140047150a', 'answers': {'text': ['VideoGuard', 'VideoGuard pay-TV', 'VideoGuard'], 'answer_start': [19, 19, 19]}}"
"{'id': '57094d489928a8140047150b', 'answers': {'text': ['NDS', 'NDS', 'NDS'], 'answer_start': [64, 64, 64]}}"
"{'id': '57094d489928a8140047150c', 'answers': {'text': ['Cisco Systems', 'Cisco Systems', 'Cisco Systems company'], 'answer_start': [71, 71, 71]}}"
"{'id': '57094d489928a8140047150d', 'answers': {'text': ['BSkyB', 'BSkyB', 'BSkyB'], 'answer_start': [229, 229, 229]}}"
"{'id': '57094d489928a8140047150e', 'answers': {'text': ['Sky+', 'Sky+', 'PVR'], 'answer_start': [539, 539, 516]}}"
"{'id': '570953a7efce8f15003a7dff', 'answers': {'text': ['basic channels', 'the basic channels', 'the basic channels'], 'answer_start': [233, 229, 229]}}"
"{'id': '570953a7efce8f15003a7dfe', 'answers': {'text': ['2007', '2007', '2007'], 'answer_start': [3, 3, 3]}}"
"{'id': '570953a7efce8f15003a7e00', 'answers': {'text': ['substantially increased the asking price', 'that BSkyB had substantially increased the asking price for the channels', 'increased the asking price'], 'answer_start': [318, 303, 332]}}"
"{'id': '570953a7efce8f15003a7e01', 'answers': {'text': ['Video On Demand', 'Video On Demand content', 'HD channels and Video On Demand'], 'answer_start': [502, 502, 486]}}"
"{'id': '570953a7efce8f15003a7e02', 'answers': {'text': ['HD channels', 'HD channels', 'HD channels'], 'answer_start': [486, 486, 486]}}"
"{'id': '570960cf200fba1400367f01', 'answers': {'text': ['July 2013', 'In July 2013', 'July 2013'], 'answer_start': [3, 0, 3]}}"
"{'id': '570960cf200fba1400367f02', 'answers': {'text': ['2013', '2013', '31 July 2013'], 'answer_start': [158, 158, 150]}}"
"{'id': '570960cf200fba1400367f03', 'answers': {'text': ['OneDrive', 'OneDrive', 'OneDrive'], 'answer_start': [555, 555, 555]}}"
"{'id': '570960cf200fba1400367f04', 'answers': {'text': ['OneDrive for Business', 'OneDrive for Business', 'OneDrive for Business'], 'answer_start': [593, 593, 593]}}"
"{'id': '570960cf200fba1400367f05', 'answers': {'text': ['cloud storage', 'cloud storage', 'cloud storage service'], 'answer_start': [288, 288, 288]}}"
"{'id': '570961aa200fba1400367f15', 'answers': {'text': ['Sam Chisholm', 'Sam Chisholm', 'Sam Chisholm and Rupert Murdoch'], 'answer_start': [97, 97, 97]}}"
"{'id': '570961aa200fba1400367f16', 'answers': {'text': ['Astra', ""Astra's"", ""Astra's satellites""], 'answer_start': [295, 295, 295]}}"
